,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreName,BinProb
219213,30.494410984624754,32.37416931601814,6.752395318159543,11.843598934585732,84.8777172640713,Comedy,6
82902,11.518598626463927,86.17066019515272,52.86215454282367,63.646588723338084,75.43927244633522,Thriller,4
208746,96.99285870889386,94.60502680946537,38.37519239226007,66.7902312797328,60.74233040520352,Thriller,6
85628,36.381711425100875,0.7211727616545427,71.85789774838857,77.44934769334425,42.41244612679262,Drama,7
91825,78.67473998327465,5.0503760969193845,7.569889164779164,73.4973686728504,62.47564214456766,Drama,6
267548,43.601945696432374,99.60237871678764,67.95714640747377,70.8698499867465,76.51995433750153,Crime,6
104169,95.9780201891435,61.85328617554933,85.38909843294121,25.938281657511286,98.46156756917262,Drama,4
132877,98.73693602776284,6.16655153102651,53.259036807439365,57.292911675726664,0.18368718613006596,Animation,5
275150,24.039844861912442,8.416980507325755,96.16918121522815,54.571563852878214,49.13850041570748,Thriller,6
1724,38.13892353628449,56.3062450246971,96.19169097377392,19.67082538623689,16.40022231323798,Horror,7
136872,0.07630643327728448,54.0515392724714,48.13688965561648,19.606008034215307,52.949224178070494,Documentary,4
91548,78.67473998327465,5.0503760969193845,7.569889164779164,73.4973686728504,62.47564214456766,Crime,5
241354,42.88876101011469,95.57084699194294,41.947008478718494,20.009458221309163,45.02349118988913,Drama,4
55699,79.8912227240607,99.60348528908872,91.06757569174569,11.677803198082115,53.73854166221827,Drama,4
237837,85.99971030041469,14.82314860335342,79.75039745172347,94.66951684799446,17.858951849443027,Horror,5
32215,53.454191753145,47.02392134318375,55.79616671648061,29.271946790607917,21.915544757366725,Romance,4
123521,38.97509627976133,12.982172345158638,68.08743660378047,41.37266877377712,6.185389677274788,Documentary,4
135362,61.867054761902665,62.617296680299525,80.27036335877493,1.024754155701546,52.0779237640148,Crime,7
99757,62.36775455499177,94.03102800239563,90.68141969035383,97.45765542011529,42.64163664003722,Sci-Fi,5
115854,98.346456248906,10.91519510108203,33.57419447756477,39.9464748943368,32.776689631252395,Drama,6
72019,14.003919890131112,1.4705219703625483,24.253244863907398,49.032867954396984,69.06306504567752,Crime,6
15785,61.053262333649215,54.425189820251475,54.48777540933357,81.66654365879529,80.86629763306445,Drama,5
38662,16.73553965941127,36.7338521328813,6.6567339431756185,63.695913203839375,57.40327581541273,Drama,5
98023,28.08770204431471,53.92315170655313,52.67725005395951,78.30508370145463,7.9500432776661745,Documentary,5
248162,63.15937271131248,73.15400318680756,64.64922277208169,8.682439203681625,56.55956212754677,Crime,7
149491,60.403701295670295,80.23478948973285,50.600618884282966,97.30850122892429,46.866554282707106,Action,4
144691,71.94102557329826,70.36296183461418,45.450579506091835,11.499568718946406,81.59137052300248,Horror,6
101322,93.65711229304569,22.343941102619347,45.52557049717228,32.64339028009786,36.62188564517177,Comedy,7
210132,2.02691431510591,27.151636166786318,79.98390300627536,82.4588902708688,37.921478899625605,Drama,7
165611,54.18595056801517,69.7909856257233,53.764447900432664,44.2818557292735,42.70162599113527,Comedy,6
269418,71.99394277478096,49.67990909003337,99.03645604055505,81.54008279182412,45.14038525957359,Documentary,5
31878,53.454191753145,47.02392134318375,55.79616671648061,29.271946790607917,21.915544757366725,Fantasy,5
36228,97.05985577648865,46.44271504070845,26.031774213446624,88.61351148326904,34.929426633117444,Family,5
68129,97.0258089131566,13.040516839426541,72.08954213661517,58.525994291441506,98.43767349829335,Family,5
111302,74.92957419425701,87.7059464490051,3.2514677935721936,14.014108803279479,70.87437113211821,Drama,3
261762,71.52343375217198,56.521146553578674,3.9906685328963354,59.71423210608132,48.89440295580074,Drama,5
268763,18.639158620281826,61.21407834519893,51.15889166728197,60.70632854826705,34.84527881605853,Romance,5
255734,99.68630523252278,76.30401675611803,26.48890091727233,95.7992621762695,28.329293124199996,War,3
154062,67.35567083591329,15.270982146349766,43.71762868933236,14.472665817689512,61.54410061671424,Comedy,6
167550,39.7799125351912,14.365377042810223,99.46832891349638,46.12694793199105,57.44508266255538,Comedy,7
206175,12.869076236900423,91.7588609195023,36.815975550581136,48.238966347654134,27.19699825241979,Action,5
152713,68.23616888463886,69.68311523381156,82.95545057489927,27.580270477464996,99.73855647865263,Romance,6
99295,62.36775455499177,94.03102800239563,90.68141969035383,97.45765542011529,42.64163664003722,Comedy,7
85168,59.540648894819824,94.37583101170648,50.88763673991624,46.485331193860866,10.765773079022168,Crime,7
72371,14.003919890131112,1.4705219703625483,24.253244863907398,49.032867954396984,69.06306504567752,Action,5
196833,4.621399331652998,40.325796364508236,86.54646381085472,62.99969078482387,54.80084249462027,Biography,7
29872,70.1542585636281,10.85870160865846,15.814122126205065,8.540243106347134,58.887187667524955,Romance,3
224038,93.84058917530753,35.04281673786872,5.1695993681714185,55.111347127939645,8.394147073749302,Thriller,7
146929,43.16040835271057,36.93197993356533,0.5225888647064081,86.01008057364362,64.02203822138918,Horror,5
279979,74.21293460495694,17.5169659917107,35.952465532774546,59.49917477599468,22.88865133341742,Romance,4
186420,58.683325609866344,61.98465401550054,62.768125345977936,47.53821388255397,54.05656932586279,Drama,5
207946,71.98771779046358,58.35394389641161,94.16968054025811,99.63328956464318,82.65783082498353,Romance,7
277299,28.586692409812887,74.28530072889876,24.054466559299705,55.26472809191204,32.46666136377363,Action,5
23661,58.42858886951562,9.501055195160724,82.43312724536814,47.33009777288395,66.14507592437161,Drama,6
35435,41.00045554979283,54.819248632460884,90.60675908535417,28.988348977112565,55.50170314697659,Drama,5
214186,71.43417470870243,7.682743008561788,37.98723344383791,35.233769166624384,42.396023086075566,Adventure,6
50111,45.57855069907203,88.2093641773401,98.76904964149685,7.228258592970793,64.82353814626724,Mystery,5
52920,46.09502456658847,3.9337268288848537,4.272641981717862,50.33398988369394,0.8210347631759984,Drama,6
137507,26.66025859043042,15.664096085024026,16.299747873855008,76.07968752999267,64.00849149342088,Documentary,5
28798,39.07193274437265,71.26416027567663,80.05834796429541,82.8924148752827,97.87733935419423,Drama,5
132068,34.19729539113175,45.4738400128335,98.22250021364015,8.524582228174648,62.348174039341295,Documentary,4
107684,64.28986079696878,59.794403958429285,93.88910796020714,83.2645941143602,9.107568843726444,Documentary,5
256339,21.452012489354853,54.57566052646071,74.88629748593024,45.69810300822955,12.762731470060196,Romance,4
132745,98.73693602776284,6.16655153102651,53.259036807439365,57.292911675726664,0.18368718613006596,History,5
272023,15.144374165436913,71.46096120414494,99.19223317635509,44.66753161908875,88.0151252603109,Adventure,4
109358,92.24999003450355,2.8095351586677975,46.40088655159458,89.95022654198291,38.42355173542465,Drama,7
186909,25.72441287517744,33.385105257734004,23.715319093261677,40.91505754802923,6.741825722381378,Comedy,6
3593,51.503131736923166,12.504502291328157,3.2377336640119547,15.174430066945366,53.640773334503066,Drama,4
223712,93.84058917530753,35.04281673786872,5.1695993681714185,55.111347127939645,8.394147073749302,Comedy,7
148115,70.75621540681995,40.647212234554495,90.00782877954435,17.815837638343822,75.66325037293586,Comedy,6
169008,92.62386703896779,39.58390651394911,54.450976424081276,91.32184653008764,58.325627218350185,Comedy,8
99282,62.36775455499177,94.03102800239563,90.68141969035383,97.45765542011529,42.64163664003722,Comedy,7
116893,73.45670585414433,27.38331809775334,45.091151065185386,80.10022356159126,19.777026053513858,Drama,7
16045,77.6415618314388,46.227468420045305,69.7320244686329,42.35800812562254,8.907161396076813,Adventure,6
36003,90.4020177746523,61.6182790605196,29.451275925692087,64.96180434329924,66.99400416725831,Animation,7
172158,8.341363544895476,41.80481665356819,16.20167136054237,80.6795770581299,47.346586986184214,Crime,6
87480,34.255915956147945,5.1378431307816825,30.247747430826344,38.74170888069985,89.51156971706872,Drama,5
190736,57.82068149985379,75.74201731937598,63.7614994236131,53.72363506963149,42.787584861625895,Crime,6
174846,43.73710867087402,85.72328933305545,2.8209320842728314,23.83382065087232,84.61504719386022,Biography,5
220199,86.93144199202142,13.703665164233525,50.93458747542889,42.590319744071024,55.097356391834914,Action,5
11023,37.08998135133758,69.18185359339917,9.130797833184145,97.73224823336074,94.75341935963012,Romance,6
83436,79.61162851588894,84.05414544699464,37.49108675882137,99.15558383738119,96.11129115371793,Fantasy,4
53703,9.382799960292942,79.90296029333763,72.07262517299567,74.24230116734917,45.577549762447276,Comedy,6
77647,36.13035449984716,74.07236117526095,30.16960695619507,77.7985461318942,73.02628079569666,Drama,5
268328,18.639158620281826,61.21407834519893,51.15889166728197,60.70632854826705,34.84527881605853,Crime,7
175376,29.289534022574326,90.73103193619163,85.96934552554286,62.2288459014536,25.59332215973592,Biography,8
131701,34.19729539113175,45.4738400128335,98.22250021364015,8.524582228174648,62.348174039341295,Action,6
221462,55.57881668505434,27.139246665805107,88.41010859919042,6.089550488812456,13.14487774706815,Sport,7
263209,80.12980710841164,17.85856003811883,14.744296993514217,8.853277961136518,68.54920387797951,History,4
44695,54.82696814037418,50.766114710885205,96.74846030010161,52.33978744408262,82.70690590907324,Drama,5
20633,9.111552201873963,80.71922871822949,79.19687884182916,62.16882094507692,92.53678005188007,Crime,6
283358,63.89394426572083,81.90671296226853,14.055307300841092,55.79698616761301,80.42797101088263,Romance,5
240985,42.88876101011469,95.57084699194294,41.947008478718494,20.009458221309163,45.02349118988913,Documentary,6
202736,0.8194057043087177,22.66620226760687,33.61072286053799,56.76845352453982,95.65377931886786,Drama,5
108010,80.55921321081615,69.20078816424433,15.86968539138608,25.462759441871675,60.557982316444324,Horror,6
238226,49.64693848322934,92.39658177762139,11.876400779666085,23.25801664934881,10.24863694780558,Drama,4
159402,70.52157824791752,68.16406958339117,86.78168021693881,39.941299310410805,53.08820572341324,Action,5
154143,67.35567083591329,15.270982146349766,43.71762868933236,14.472665817689512,61.54410061671424,History,4
116227,98.346456248906,10.91519510108203,33.57419447756477,39.9464748943368,32.776689631252395,Adventure,6
178235,89.96521486452819,68.38300754368251,86.32463580340563,51.77852085471743,0.5106954566200583,Horror,6
167800,11.573852607639346,87.19846519394878,14.799091277382125,96.30819291730876,46.15252169227264,Comedy,6
735,64.22550742724763,66.861418514946,42.64403707517338,97.49359901825544,79.39097045415866,Thriller,6
94106,81.81999776428144,98.17175904616958,49.69484059770687,16.951326767602616,90.58292741705736,Horror,5
236237,50.375397309220105,86.98013758048789,66.84207474846197,4.01758420713988,94.74010907316878,Drama,3
51587,68.90824829329893,59.65982526004845,98.59797198157759,28.047230701902613,9.857049099117642,Adventure,7
60160,37.937678493022965,19.55470369968627,23.32741634761505,10.138145687009859,98.91719070820113,Family,6
97044,91.59223740300799,88.84320539866849,63.63456697895131,85.49857470501145,60.00749790573766,Music,7
156804,28.21867740265184,17.656931130175636,80.64294602652839,78.18626423580785,55.49929991875609,Adventure,6
27976,80.83488412091492,67.51666055890828,90.45248806778555,96.1065750539417,57.74737289023757,Adventure,6
133558,62.11352860847492,7.195523896400957,1.8175811010647691,24.320724015619145,18.90896957008743,Adventure,5
121379,26.449070664538688,77.7530146714708,84.87695372327597,23.717614850134407,92.1980412053333,Thriller,4
24235,57.672885050033884,48.973517208266294,47.0853865035877,64.96123361585774,97.72094458489566,Crime,5
148843,26.386896466015454,37.26287304785457,52.470744261942315,86.55266129942115,24.100439287148223,Drama,7
241118,42.88876101011469,95.57084699194294,41.947008478718494,20.009458221309163,45.02349118988913,Drama,4
280057,74.21293460495694,17.5169659917107,35.952465532774546,59.49917477599468,22.88865133341742,Music,6
46607,56.39380514068986,41.61215039650672,78.3389157054453,36.27024755365551,93.09923971566772,Horror,5
261670,71.52343375217198,56.521146553578674,3.9906685328963354,59.71423210608132,48.89440295580074,Comedy,7
131500,74.00399277244595,37.731264410170404,49.08416983989999,26.453046834042592,79.95207275875731,Comedy,7
11528,37.08998135133758,69.18185359339917,9.130797833184145,97.73224823336074,94.75341935963012,Documentary,8
212853,63.22649795163579,31.12150403399393,6.263569138638236,35.925925039064786,72.5509370389513,Mystery,4
195370,20.690787290039736,75.77916956179912,1.6043060504773776,95.27187097176686,9.9287386393779,Musical,4
34427,63.101375817989094,14.023155259247211,89.17825386247267,35.445248660719955,26.281859271562414,Sci-Fi,5
226432,89.90979966159342,85.23299856816799,67.4823479722404,66.36070480039838,75.84747453313538,Horror,5
223951,93.84058917530753,35.04281673786872,5.1695993681714185,55.111347127939645,8.394147073749302,Documentary,6
166411,68.02846484202676,27.21757617589351,40.9407451234252,15.003725950486857,83.38805269869131,Romance,4
108307,80.55921321081615,69.20078816424433,15.86968539138608,25.462759441871675,60.557982316444324,Documentary,6
221177,96.75984851962856,92.44561794275239,53.05972922978198,66.90359540508574,23.747731738732803,Mystery,7
34217,63.101375817989094,14.023155259247211,89.17825386247267,35.445248660719955,26.281859271562414,Comedy,6
188808,83.68742751820142,11.35553024451471,43.567400639642685,79.61655925435171,96.1368054059048,Romance,6
152023,71.86016002983038,20.47541447720439,80.95750982318627,81.19620497400135,74.83120043708223,Adventure,6
231565,75.25041383270607,19.244436042316202,26.23760678164291,37.825134948206454,85.80793600112764,Documentary,5
267794,43.601945696432374,99.60237871678764,67.95714640747377,70.8698499867465,76.51995433750153,Drama,5
61778,68.61449567170061,73.14730300602395,19.49566522341284,52.15935134800266,67.37730819947836,Documentary,7
138987,59.363029113447084,55.770961604301704,62.33052397497455,13.916014171424319,58.55253327276346,Comedy,6
126434,18.103960914260632,58.5550130366579,24.430248273056343,72.49246257018798,50.455492367854404,Biography,7
175530,29.289534022574326,90.73103193619163,85.96934552554286,62.2288459014536,25.59332215973592,Drama,6
182497,44.47869035882006,27.157939969441035,12.376117043384271,72.56271725508013,37.99315251073838,Sci-Fi,4
119637,59.19427510834593,77.91708745942137,65.01133509271743,45.767888488628074,11.153634325115469,Crime,7
4646,58.272530086223696,30.146267386216195,88.96511246492427,12.627078894454458,68.70840335217942,History,5
21280,87.15604341721115,26.523171757362384,95.47847900353969,37.412289752331354,58.884957400119745,Drama,6
